10,What are the eligibility criteria for COVID-19 Support Grant?,"The eligibility criteria for the COVID-19 Support Grant are as follows:
Singapore Citizen or Permanent Resident aged 16 and above
Full-time or part-time employee affected by the economic impact of COVID-19 (loss of job/reduction in salary or start of involuntary no pay leave (NPL) should have occurred after 23 Jan 2020):
Presently unemployed due to retrenchment/contract termination;
Presently on involuntary NPL for a period of at least three consecutive months (e.g. Mar - May 2020, May - Jul 2020); or
Presently experiencing reduced monthly salary of at least 30%, for a period of at least three consecutive months (e.g. Mar - May 2020, May - Jul 2020)
Prior gross monthly household income of ≤$10,000 or monthly per capita income of ≤ $3,100
Live in a property with annual value of ≤$21,000
Not on ComCare Short-to-Medium-Term Assistance or Long-Term Assistance
Has not already recieved, or is currently not receiving the COVID-19 Support Grant or the Self-Employed Persons Income Relief Scheme (SIRS).
Full-time National Servicemen and interns are not eligible

If you meet the above criteria, you may apply online at go.gov.sg/CSG from 04 May 2020 between 9am to 6pm daily!"
11,Can more than one family member in a household get help from the COVID-19 Support Grant?,Yes. Each individual family member who fulfils the eligibility criteria is eligible for support under the COVID-19 Support Grant.
12,Some applicants may have more than one job. Can they still apply for the COVID-19 Support Grant?,"Yes. Applicants who have multiple jobs affected by COVID-19 should report this accordingly in their application forms. The amount of grant will be based on the sum of the last drawn basic monthly salary of the affected jobs capped at $800/month.
 
For applicants who have lost their job(s) or are placed on involuntary NPL, i.e. have no work income, the amount of grant is capped at $800 per month.
 
For applicants who had their monthly salary reduced by at least 30% every month for at least three consecutive months, the amount of grant is capped at $500 per month. This grant is capped at a lower amount as applicants still have some work income."
13,Are daily-rated/ad-hoc workers eligible for the COVID-19 Support Grant?,"The COVID-19 Support Grant is for full-time or part-time employees with valid employment contracts. Daily-rated/ad-hoc workers who do not have employment contracts or CPF contributions are not considered full-time or part-time employees.
 
Daily-rated/ad-hoc workers who require financial assistance may approach their nearest Social Service Offices (SSOs) (go.gov.sg/locate-sso) to apply for financial assistance.
 
Comcare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below). If their income exceeds these guidelines, they may still approach the SSOs if they face financial difficulties. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
14,Are self-employed persons (SEPs) eligible for the COVID-19 Support Grant?,"The COVID-19 Support Grant is for full-time or part-time employees. SEPs such as insurance agents, real estate agents, freelancers (including delivery riders), hawkers, taxi drivers/private-hire car drivers, are not eligible for COVID-19 Support Grant.
 
SEPs may qualify for the SEP income Relief Scheme (SIRS) instead. (https://www.ntuc.com.sg/SIRS)"
15,Are full-time students who work eligible for the COVID-19 Support Grant?,"Yes, if they have a regular, full- or part-time job with a valid employment contract."
16,Are ComCare beneficiaries eligible for the COVID-19 Support Grant?,"No, ComCare beneficiaries will continue to receive comprehensive support for their basic living expenses, including cash assistance, assistance with household bills, and assistance with medical bills.
 
Existing ComCare beneficiaries whose assistance is ending by July 2020 will have their assistance extended for a further six months without review, waiving the need for submission of new documents and signatures. Families on ComCare whose circumstances have changed during the COVID-19 situation may also approach SSOs for a review of their current ComCare Short-to-Medium-Term support. Those who are newly placed on ComCare will receive at least six months of assistance1.
 

1 Some household may receive assistance for a shorter duration, if it is ascertained that within the next six months, they would be receiving other sources of income which they could tap on for their basic living expenses."
17,"If an applicant has been unemployed prior to COVID-19, can he/she apply for the COVID-19 Support Grant?","No, the applicant would not be eligible for the COVID-19 Support Grant as the grant supports those who are retrenched, placed on more than 3 months NPL or experienced at least 30% reduction in salary for more than 3 months, because of COVID-19.
 
Those who have been unemployed prior to COVID-19 and require financial assistance may approach their nearest SSOs (go.gov.sg/locate-sso) to apply for financial assistance.
 
ComCare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below). If their income exceeds these guidelines, they may still approach the SSOs if they face financial difficulties. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
18,"If applicant is a foreigner with children who are Singapore Citizens, can he/she apply for the COVID-19 Support Grant?","No, the applicant must be a Singapore Citizen (SC) or Permanent Resident (PR). Foreigners are not eligible for the grant."
19,When can applicants apply for the COVID-19 Support Grant?,"MSF has expanded the eligibility criteria of the scheme and is progressively rolling out our system enhancements to cater to the different groups of affected employees:
 
 Applicants who have lost their jobs and are currently unemployed or who are placed involuntary NPL for at least three consecutive months, can start applying from 4 May 2020.
Applicants who had their monthly salary reduced by at least 30% for a period of at least three consecutive months can start applying from 11 May 2020.
All applications for the COVID-19 Support Grant will remain open until 30 Sep 2020. You can apply during this period from 9am to 6pm daily at go.gov.sg/CSG."
20,How can applicants find out the status of their application for the COVID-19 Support Grant?,Applicants will be informed of the status of their application via SMS. Applicants can also check on the status of their application by either emailing Ask_SSO@msf.gov.sg or calling the ComCare hotline at1800-222-0000.
21,When will applicants know the outcome of their application?,Applicants will be informed of the outcome of his/her application in about 2 weeks if all the required documents are in order.
22,How do applicants know that their online application has been submitted successfully?,"When an application is submitted successfully, applicants will receive an automated acknowledgement message assigning them a reference number. The acknowledgement will also state that they will be informed of the outcome of their application in about 2 weeks upon submission of all documents. If the applicant has included his/her email address, a similar acknowledgement will be sent to the email address, together with a copy of the completed application form. Applicants who do not receive these notifications should resubmit their online application."
23,What should applicants do if they submit the wrong document in the online application?,"After the applicant has been informed of the rejected application, applicants can re-apply online and submit the correct document. The online system will not allow re-application for the same NRIC while the application is still being processed."
24,"If applicants need help to apply online for the COVID-19 Support Grant, who can they approach?","Applicants can email Ask_SSO@msf.gov.sg or call the ComCare hotline at 1800-222-0000 for assistance. If they are unable to email or call, they can approach their nearest SSO (go.gov.sg/locate-sso) which will guide them through the online application form."
25,"If an applicant has lost one job, and has his/her monthly salary reduced by at least 30% in another job, how can he/she apply?
","The applicant can submit the details of both jobs, via the loss income form."
26,"An applicant applied the first time through the online system and was rejected because his/her No-Pay Leave was less than 3 months. Subsequently, applicant’s No-Pay Leave was extended to 3 months. Will the applicant be able to re-apply for the grant?",The applicant may reapply and can receive the grant if he/she meets all the eligibility criteria.
27,"Do applicants have to submit another application for the COVID-19 Support Grant if they had applied for the Temporary Relief Fund?
","Online applicants of the Temporary Relief Fund who have previously indicated that they would like to apply for COVID-19 Support Grant and have submitted the relevant documents* would not have to submit any application form for the COVID-19 Support Grant when applications open. Instead, MSF will assess their eligibility for the COVID-19 Support Grantand contact them for additional information as required. 
 
Temporary Relief Fund applicants who had applied at the Community Centres or SSOs, and indicated that they wanted to apply for COVID-19 Support Grant will receive an SMS inviting them to apply for the COVID-19 Support Grant online. 
 
Individuals who had not previously expressed that they would like to apply for the COVID-19 Support Grant will need to submit a new online application for the COVID-19 Support Grant.
 
 *Mandatory documents include:
• Relevant documents indicating loss of job, being placed on involuntary NPL or reduction of at least 30% salary for at least three consecutive months, such as Retrenchment letter, contract termination, letter from employer (e.g. indicating loss of least 30% of salary for at least three consecutive months), payslip(s) or CPF contribution statement(s) showing last drawn monthly salary, before loss of job, being placed on involuntary NPL or loss of at least 30% of your salary;
• Payslip(s) or CPF contribution statement(s) showing monthly salary, after loss of at least 30% of your salary for at least three consecutive months and
• Scanned copy of the first page of your bank book / bank statement / bank slip indicating your bank account name and number"
28,"How can applicants appeal if their application for the COVID-19 Support Grant was unsuccessful?
","If an applicant’s circumstances have changed, he/she can apply for the COVID-19 Support Grant again."
29,"Can a proxy (household member/spouse) apply CSG on behalf of the affected person?
","Applicants should apply for the COVID-19 Support Grant online at https://www.go.gov.sg/CSG (applications open from 4 May 2020 for applicants who lost their job or are placed on involuntary NPL). Applicants will need a SingPass account, supporting documents, and a valid bank account.
 
However, if the person is serving a Quarantine Order or Stay-Home Notice and is unable to physically apply and does not know how to apply online, they can appoint a proxy to apply at the SSOs.
 
For proxy applications, the proxy will need to submit the completed hardcopy application form, and present the applicant’s NRIC and relevant supporting documents, to the SSOs.
 
If applicants are not able to apply online and have no proxy to apply and/or collect the assistance on their behalf, they can apply after their Quarantine Order or Stay-Home Notice has ended. Applications will remain open until 30 Sep 2020."
30,How do applicants set up a SingPass account? What if applicants forgot their SingPass password?,"Members of public can visit https://www.singpass.gov.sg/singpass/register/instructions for instructions on how to set up/register their SingPass account.
 
Members of public who have forgotten their SingPass password can visit https://www.singpass.gov.sg/singpass/onlineresetpassword/userdetail to reset their password."
31,"What if an applicant does not have a bank account?
",Applicants are required to have a bank account in order to receive the COVID-19 Support Grant. Applicants will have to open a bank account if they do not have a bank account.
32,"How can applicants find out their bank branch details?
","Applicants are advised to contact their bank to find out branch details. Below are the steps to determine bank branch details for some banks (applicants should check with their respective banks for latest information).
For POSB account holders (9-digit account number):
- Bank Code: 7171
- Branch Code: 081
- Branch Name: POSB Bank Ltd.


For DBS account holders (10-digit account number):
- Bank Code: 7171
- Branch Code: First 3 digits of your DBS account number. For example for account no. 123-4-567890 the Branch Code is 123
- Branch Name: DBS Bank Ltd. 


For OCBC account holders (10 or 12-digit account number):
- Bank Code: 7339
- Branch Code: The first three numbers of your OCBC account number are branch codes. Example of OCBC Bank account numbers: 555-1-234567 where 555 is the branch code, 501-123956-001 where 501 is the branch code.


For UOB account holders (10-digit account number):
- Bank Code: 7375
- Branch Code: Please use the first 3 digits of your UOB account number and refer to Appendix A to retrieve the corresponding bank and branch code from the following document http://www.uob.com.sg/assets/pdfs/global/achcode.pdf. For example: For account 101-123-456-7, please use 101 to refer to Appendix A to retrieve the Bank Code 7375 and Branch code 001."
33,Can a COVID-19 Support Grant recipient continue to receive the Support Grant for the second and third month if they found a job in the first month after approval of the COVID-19 Support Grant?,Applicants who have found employment within the period of the COVID-19 Support Grant support will continue to receive the grant until it expires at the end of the third month. The grant may assist them during the transition period before they start working.
34,Can a COVID-19 Support Grant recipient re-apply for the grant after the assistance period of three months has ended?,Each recipient can receive the Grant once.
35,"Are there other government schemes to support individuals who need additional financial support, but who are not eligible for the COVID-19 Support Grant (e.g. those who are still employed but earning low income)?","Low-income individuals can apply for ComCare assistance.
 
ComCare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below). If their income exceeds these guidelines, they may still approach the SSOs if they face financial difficulties. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
36,"How is the COVID-19 Support Grant different from ComCare Short-To-Medium-Term Assistance?
","For SCs/PRs who have lost their jobs or have been involuntarily placed on NPL, the COVID-19 Support Grant provides up to $800 in monthly cash assistance for three months and employment/training support.
 
For SCs/PRs who had their salary reduced by least 30% due to the ongoing COVID-19 situation, the COVID-19 Support Grant provides up to $500 monthly cash assistance for three months.
 
The ComCare Short-To-Medium-Term Assistance (SMTA) provides assistance for low-income and vulnerable households who require support for a temporary period due to various reasons including being unable to work due to illness or having to care for dependants. The amount and duration of SMTA varies across households depending on their needs, profile, and size. Assistance may include cash for daily living expenses, assistance with household bills, medical expenses and/or other support."
37,What are the conditions for the COVID-19 Support Grant?,"Recipients of the Support Grant who have lost their jobs are required to participate in job search and/or retraining programmes under Workforce Singapore (WSG), Employment and Employability Institute (e2i) and/or SkillsFuture Singapore. SSOs will facilitate this link-up. This is to better ensure their financial stability beyond the assistance period.
 
Recipients of the Support Grant who are placed on involuntary NPL are encouraged to sign up for Skillsfuture Singapore (SSG) courses."
38,How can applicants verify the identity of a public servant contacting them through the phone or email?,"To make help more accessible, officers from the SSOs may conduct video/phone interviews with applicants to verify the identity and details of their applications. SSO officers will:
Identify themselves and purpose of the call and seek the applicant’s consent to proceed with the phone interview.
Contact applicants only if they have applied for financial assistance or the COVID-19 Support Grant, or sought financial help through other government agencies.
Provide applicants with an authorised email address xxx@msf.gov.sg to submit supporting documents.
Provide pre-paid envelopes for applicants to mail back the supporting documents for physical submissions. All applicants are strongly encouraged to mail the supporting documents. If they are unable to do so, they may physically bring the documents to the SSOs.
Alternatively, applicants can call the ComCare hotline number 1800-222-0000 to verify. Our hotline team will email the relevant SSO for verification. An SSO Officer will contact the applicant and share the verified information (date and time of the applicant’s earlier call to the Comcare hotline as “proof”) and request for permission to proceed with the phone interview."
39,"Am I allowed to visit my boyfriend/ girlfriend or fiancé/fiancée or spouse living in a different house?
","Please do not do so during this period when circuit breaker measures are in place. The intention of these measures is to significantly reduce movements and social interactions to lower the risk of transmission across different households. You could consider using different digital means (e.g. video calls, phone calls, etc.) to keep in contact during this time."
40,"Why are ROM services suspended from 7 Apr to 1 Jun 2020?
","ROM has suspended its services in line with the Government's major circuit breaker measures to battle the COVID-19 transmission. This is for the safety of the couples, their guests, as well as the community."
41,"The ROM website indicates that all solemnisations between 7 Apr and 1 Jun will be rescheduled. When/How will we learn about our rescheduled solemnisation date?
","ROM will reschedule all appointments for verification of documents and solemnization of marriage, at ROM and external venues, scheduled during the circuit breaker. Our officers will be in touch with affected couples. We will waive all fees for changes due to the COVID-19 situation."
42,"My partner and I were notified by ROM that we will need to postpone our appointment with ROM and solemnisation, whether at ROM or external venues, until after 1 June. What is the reason for not allowing a maximum of 5 pax (solemniser, couple, 2 witnesses), if we comply with safe distancing rules?
","Given the current COVID-19 situation, we strongly advise you to postpone your appointment for your own safety as well as that of your guests and solemniser. Circuit breaker measures have been introduced and everyone is to stay home. Contact is limited to immediate family members living in the same household during this period."
43,"I am divorced and my children take turns to live with me and my ex-spouse. Can this arrangement continue?
","This is allowed. However, do keep changes and any movement and travel in this regard to a minimum, where possible, to lower the risk of transmission across different households."
44,"I am divorced/separated, and my spouse/ex-spouse has care and control of my child. Can face-to-face access arrangements continue during circuit breaker period?
","Yes, face-to-face access arrangements are allowed, if these arrangements have been in place before the circuit breaker period. However, please keep movement and travel to a minimum to lower the risk of transmission across different households, given the latest measures put in place by the government."
45,"I am separated/ divorced, and Court had ordered Supervised Exchange/Supervised Visitation (SESV) services to assist me in having face-to-face contacts with my child. Can this arrangement continue?","Divorce Support Specialist Agencies (DSSAs) have suspended all face-to-face services during the circuit breaker period to reduce the risk of community transmissions. SESV services are also suspended.
 
From 4 May onwards, the DSSAs will start offering remote access services via online platforms for those with SESV orders. You may contact the DSSA for details."
46,"I am divorced/separated. What can I do if my ex-spouse and I disagree on access matters during this circuit breaker period?
","Parents are advised to facilitate continued access for their child and may wish to note that not doing so may result in a breach of the terms of their court order. Face-to-face access is still allowed with movement and travel kept to a minimum. Parents should co-operate with each other, and find practical and suitable solutions that serve the best interests of their children while complying with the circuit breaker measures.
 

Co-parenting is important to enable children to continue to develop well. Studies show that acrimony between divorced parents can affect children adversely. Parents should therefore try to put aside their differences and make decisions in the best interests of their children.
 

If there is mutual agreement, parents can also consider varying the arrangements or arranging access remotely through telephone, video calls or other online platforms.
 

Parents who are still unable to reach an agreement may seek their own legal advice or email the Family Justice Courts Registry at fjcourts_family_registry@fjcourts.gov.sg for issues relating to custody and access. Turning to the court for the enforcement of access orders should be the last resort.
 

Parents can seek counselling and emotional support during difficult times."
47,My ex-spouse and I quarrel about access arrangements all the time. It has become worse during this circuit breaker period. I do not want to continue this and prefer to cut him/her off and take care of my child myself. Can I do it?,"Parents are advised to facilitate continued access for their child and may wish to note that not doing so may result in a breach of the terms of their court order. Face-to-face access is still allowed with movement and travel kept to a minimum. Parents should co-operate with each other, and find practical and suitable solutions that serve the best interests of their children while complying with the circuit breaker measures.
 
Co-parenting is important to enable children to continue to develop well. Studies show that acrimony between divorced parents can affect children adversely. Parents should therefore try to put aside their differences and make decisions in the best interests of their children.
 
If there is mutual agreement, parents can also consider varying the arrangements or arranging access remotely through telephone, video calls or other online platforms.
 
Parents who are still unable to reach an agreement may seek their own legal advice or email the Family Justice Courts Registry at fjcourts_family_registry@fjcourts.gov.sg for issues relating to custody and access. Turning to the court for the enforcement of access orders should be the last resort.
 
Parents can seek counselling and emotional support during difficult times."
48,"My ex-spouse is denying me access to my child. He/ she is worried about the general risk of transmission of COVID-19. What can I do to see my child?
","Parents are advised to facilitate continued access for their child and may wish to note that not doing so may result in a breach of the terms of their court order. Face-to-face access is still allowed with movement and travel kept to a minimum. Parents should co-operate with each other, and find practical and suitable solutions that serve the best interests of their children while complying with the circuit breaker measures.
 
Co-parenting is important to enable children to continue to develop well. Studies show that acrimony between divorced parents can affect children adversely. Parents should therefore try to put aside their differences and make decisions in the best interests of their children.
 
If there is mutual agreement, parents can also consider varying the arrangements or arranging access remotely through telephone, video calls or other online platforms.
 
Parents who are still unable to reach an agreement may seek their own legal advice or email the Family Justice Courts Registry at fjcourts_family_registry@fjcourts.gov.sg for issues relating to custody and access. Turning to the court for the enforcement of access orders should be the last resort.
 
Parents can seek counselling and emotional support during difficult times.."
49,I am worried about allowing my ex-spouse to have face-to-face access to my child as I live with my elderly parents. What can I do?,"Parents are advised to facilitate continued access for their child and may wish to note that not doing so may result in a breach of the terms of their court order. Face-to-face access is still allowed with movement and travel kept to a minimum. Parents should co-operate with each other, and find practical and suitable solutions that serve the best interests of their children while complying with the circuit breaker measures.
 

Co-parenting is important to enable children to continue to develop well. Studies show that acrimony between divorced parents can affect children adversely. Parents should therefore try to put aside their differences and make decisions in the best interests of their children.
 

If there is mutual agreement, parents can also consider varying the arrangements or arranging access remotely through telephone, video calls or other online platforms.
 

Parents who are still unable to reach an agreement may seek their own legal advice or email the Family Justice Courts Registry at fjcourts_family_registry@fjcourts.gov.sg for issues relating to custody and access. Turning to the court for the enforcement of access orders should be the last resort.
 

Parents can seek counselling and emotional support during difficult times."
50,"I am worried about allowing my ex-spouse to have face-to-face access to my child as my ex-spouse is a frontline healthcare worker. What can I do?

","Parents are advised to facilitate continued access for their child and may wish to note that not doing so may result in a breach of the terms of their court order. Face-to-face access is still allowed with movement and travel kept to a minimum. Parents should co-operate with each other, and find practical and suitable solutions that serve the best interests of their children while complying with the circuit breaker measures.
 

Co-parenting is important to enable children to continue to develop well. Studies show that acrimony between divorced parents can affect children adversely. Parents should therefore try to put aside their differences and make decisions in the best interests of their children.
 

If there is mutual agreement, parents can also consider varying the arrangements or arranging access remotely through telephone, video calls or other online platforms.
 

Parents who are still unable to reach an agreement may seek their own legal advice or email the Family Justice Courts Registry at fjcourts_family_registry@fjcourts.gov.sg for issues relating to custody and access. Turning to the court for the enforcement of access orders should be the last resort.
 

Parents can seek counselling and emotional support during difficult times."
51,"My child does not want to see my ex-spouse through face-to-face and/or remote access or talk to him/her on the phone. Must I still facilitate access?
","Parents are strongly advised to facilitate continued access for their child. They should note that they could be breaching the terms of their court orders if they do not comply with existing orders.
 
There are a variety of reasons why a child is reluctant to participate in access. You are encouraged to support your child by addressing his/her emotions regarding the access. It is important to show your child that you will support his/her access with your ex-spouse.
 
Parents can seek counselling and emotional support during difficult times for themselves or their child."
52,My ex-spouse and I have agreed on remote access to protect our child and families from possible infection. How do I conduct remote access for my child?,"You can facilitate remote access through telephone, video calls or other available online platforms that you and your ex-spouse agree on. The parent with care and control of the child (care parent) will need to assist the child by setting up the session and encouraging the children to participate in the remote session with the access parent.
 
Care parents are advised to provide some space for the child to interact independently with the access parent. For a younger child, aged 5 years old and below, the care parent may need to be physically around to assist the child but should allow the child to interact with the access parent without disruptions.
 
Parents having access may find creative ways to connect with the child e.g. use online games. To complement remote access, parents may also encourage their child to send emails, letters or cards to access parents in order to stay in touch. The children may send appropriate pictures or videos of themselves to the access parent as well. The length of the remote sessions will depend on the attention span and developmental stage of the child."
53,I am concerned about the safety of my child and would like to vary the court order for custody and/or access arrangements. Will I be able to do so in the circuit breaker period?,The Courts continue to conduct hearings for urgent and essential matters. Please seek your own legal advice. Parents may also email the Family Justice Courts Registry at fjcourts_family_registry@fjcourts.gov.sg for issues relating to custody and access.
54,My child needs some counselling help in relation to my divorce. Where can I get help?,"Divorce Support Specialist Agencies (DSSAs) can provide counselling support for your or your child. You may contact the DSSA near you. Please refer to this link for their contacts: https://www.msf.gov.sg/Divorce-Support/Divorce-Support/Divorce-Support-Specialist-Agencies/Pages/Overview-of-DSSAs.aspx
 

Those above 18 years old can also contact CPH Online Counselling at www.cphonlinecounselling.sg. This service allows you to seek help anonymously. Live chat services by CPH Online Counselling are available from Monday to Friday, 9am to 9pm, and Saturday, 10am to 2pm (excluding public holidays). Alternatively, you can choose to email and write to CPH Online Counselling anytime, at your own convenience. A counsellor will respond to your email within 3 working days. This is a complimentary service."
55,"I am feeling down and stressed about my divorce and/or access arrangements for my child during this circuit breaker period. Where can I seek help?
","Divorce Support Specialist Agencies (DSSAs) can provide counselling support for your or your child. You may contact the DSSA near you. Please refer to this link for their contacts: https://www.msf.gov.sg/Divorce-Support/Divorce-Support/Divorce-Support-Specialist-Agencies/Pages/Overview-of-DSSAs.aspx
 
Those above 18 years old can also contact CPH Online Counselling at www.cphonlinecounselling.sg. This service allows you to seek help anonymously. Live chat services by CPH Online Counselling are available from Monday to Friday, 9am to 9pm, and Saturday, 10am to 2pm (excluding public holidays). Alternatively, you can choose to email and write to CPH Online Counselling anytime, at your own convenience. A counsellor will respond to your email within 3 working days. This is a complimentary service."
